Uniprote_IDs,uT01,uT02,uT03,uT04,uT05,uT06,uT07,uT08,uT09,uT10,FA01,FA02,FA03,FA04,FA05,FA06,FA07,FA08,FA09,FA10
A0AV96,69.06396484,71.72210693,64.96559143,67.25828552,63.04672623,62.61721802,65.07103729,59.41036987,64.07411957,68.05993652,55.81862259,63.17850113,62.93519592,54.38334274,59.80609131,58.61585617,103.4452438,65.19448853,58.70669556,56.37414551
A0AVT1,104.8857269,108.7154007,116.8873749,112.59758,106.4922104,119.4562836,123.6050339,120.074173,123.2118683,140.9179993,107.2415161,118.3254318,115.9495468,111.3959045,122.9981995,124.2187119,124.1464996,143.9642181,130.2290649,132.0706482
A0FGR8,139.0649719,215.8456573,204.1365967,160.6579895,190.0883484,203.2592926,153.9017487,178.1711884,177.4629211,163.9308014,132.144928,189.6101074,205.9402618,208.7255554,200.5855865,214.980545,145.0518799,163.5108643,203.1203156,185.3944244
A0MZ66,114.2997971,119.4540176,117.8937607,115.7361526,126.4662933,124.6690674,111.7493591,128.1144104,116.8005447,76.14807129,107.4743881,115.7371216,113.0678635,121.3756714,122.8374329,114.0784912,117.2873917,117.9207001,135.2691956,96.1320343
A0PJW6,Filtered,Filtered,54.85908127,59.89551163,Filtered,Filtered,Filtered,59.61154175,Filtered,Filtered,Filtered,Filtered,55.75452042,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A1L020,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,36.04795837,Filtered,20.12412262,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
A1L0T0,106.9329453,84.41504669,112.3993225,116.3243866,107.3745346,114.2029572,117.0322189,124.3355789,132.5766296,139.6958313,98.9128418,128.9425964,107.3744354,111.1398697,57.88653183,113.7819901,131.4277954,135.9423065,161.8794861,130.8079224
A1X283,67.7270813,66.14627075,1568.518921,1591.472534,1754.774658,1640.147583,1722.218506,1377.905029,1703.90332,46.70507431,58.02224731,1259.85144,1837.188843,1516.620605,1753.727539,1425.918335,1521.134033,1857.836426,2061.761475,37.35996246
A3KMH1,43.46349716,51.51900864,52.9434967,47.70454407,53.14152908,46.99105072,55.54483032,50.98960495,62.41580963,61.74594879,41.75875473,49.13780212,47.02737045,59.60322189,45.46969604,52.26916122,54.87399292,70.11664581,52.23345947,62.33538055
A3KN83,42.76217651,50.26885986,59.592659,60.06362915,54.90413666,52.34169388,53.57156372,59.3001442,112.4946594,57.72688675,42.38974762,44.55562973,54.04805374,47.69498062,45.86151123,51.61638641,55.18868256,96.99347687,85.43477631,59.83722305
A4D1E9,56.41490173,67.53813171,66.10246277,66.16841125,61.46540833,65.63111877,68.74635315,78.02426147,78.93148041,84.1233902,50.36811066,65.85067749,61.65424728,62.08075714,72.26753998,73.69766235,58.26963425,85.2961731,93.52124023,78.57369995
A5A3E0,9465.858398,8875.146484,9297.572266,8424.388672,10011.56836,8913.859375,10096.49707,10471.33008,11230.31543,11539.28125,10344.38672,9977.825195,8893.450195,9139.597656,9423.580078,10612.02637,10768.52148,10155.02539,10191.31641,7521.602539
A5YKK6,194.4760132,287.1869812,271.098053,310.2644348,307.4702148,318.9554443,324.1547241,336.1213684,325.6679688,359.4187622,195.8222198,294.2045593,288.6957397,289.0076599,310.1443787,299.5239258,332.8659058,330.2532959,371.8156738,351.1656799
A6NCE7,52.40725708,60.83789825,91.8639679,78.82060242,81.9440918,64.33888245,77.34661102,71.77321625,75.4875946,54.20089722,102.2976227,78.01939392,93.02745819,92.83566284,78.46977234,78.16836548,73.70785522,77.3062973,69.42874146,74.42120361
A6NCW0,3595.0625,4657.587402,3921.179443,3565.483887,3530.752197,3311.200928,2761.556152,1977.97168,1607.509521,1231.278931,4385.634277,4798.210449,3988.52417,4747.942383,3349.661377,3411.685059,2490.479004,2002.654785,1495.469727,2396.929443
A6NDG6,539.4510498,511.5019531,502.4775391,584.1853027,490.7921143,479.2084351,531.0947876,530.87854,574.7885132,498.4845581,513.2503662,554.6298828,474.7730408,501.436554,528.5460815,512.9208984,501.9801636,497.5617676,511.9466248,509.11203
A6NDU8,53.85824966,74.61218262,69.9625473,73.42835999,66.34106445,83.61102295,84.00045013,89.40135956,81.96131897,104.1243439,83.8062973,74.58828735,75.31790161,78.88367462,77.51988983,97.13051605,92.22532654,96.72766876,83.84996033,115.9228745
A6NHL2,253.4620667,281.8851929,230.4229126,288.095459,219.6804504,247.0582733,281.2019348,298.8388062,299.5681458,296.6994019,265.2658386,220.9287109,243.6251831,220.8703613,212.8586731,231.5733032,246.4560242,237.3089905,274.4393311,191.7893677
A6NHQ2,982.2213745,1120.305054,984.1921997,1091.869385,1196.711548,1138.785034,1109.213257,1155.848755,1276.137085,1405.07251,1002.115112,1127.37085,938.0359497,861.3370361,1011.970154,1076.956665,1343.681396,1341.031494,1313.502808,1494.396851
A6NHR9,164.6211395,158.2276611,175.4868622,175.1273804,177.6602173,190.6372528,197.3527679,210.5256805,206.897049,249.9755707,166.6891632,171.8988342,158.0683746,182.9386597,168.9872894,180.3801422,206.7680817,212.2287445,214.3087006,214.5326996
A6NIH7,63.70915985,73.31889343,82.27467346,82.19341278,75.31088257,72.97360229,78.36338806,99.92665863,84.57982635,67.33348083,64.28527069,71.92626953,50.53952026,75.07793427,74.00418854,64.29994202,77.8816452,83.5933609,177.9680939,74.0091095
A6NKF9,39.31120682,51.39909363,74.55484772,74.20523071,50.70772552,72.08122253,67.17688751,100.5582428,71.98419189,95.15446472,47.51646042,63.11676407,Filtered,68.32678986,62.67414856,71.54742432,74.74609375,64.01121521,87.10923767,87.87532043
A6NKT7,153.8948364,168.2507477,136.4884033,157.7644806,Filtered,164.4192047,Filtered,Filtered,131.0746765,116.2893066,Filtered,119.9034729,153.7923889,145.2292786,161.3182068,168.5461578,Filtered,132.2655792,Filtered,138.0537262
A6ZKI3,98.36534119,93.95365906,89.82709503,104.9585342,104.7961121,96.75293732,108.1328278,155.2885284,103.4573441,96.64718628,128.8484344,110.2264023,114.6910553,118.5102158,130.912735,130.0703125,88.15760803,87.8963089,124.5092697,113.7104645
A8CG34,19.29502487,21.66906548,12.81450558,11.76114559,41.05325317,Filtered,10.96729565,19.96800232,13.22442341,9.619735718,10.70505524,38.19166183,Filtered,23.67254066,29.41178513,35.03570938,18.03800011,12.6941185,Filtered,26.66208839
A8MPP1,18.48418808,20.59840584,56.818367,16.52342987,15.51475239,16.42146683,17.30144501,21.97215652,Filtered,16.38968277,15.12794304,46.0747757,13.38851547,Filtered,16.83636093,10.78974438,13.61722565,17.13519096,21.61119461,11.46054459
A8MWD9,978.5961914,974.8887329,941.3721313,1367.158813,1046.330566,920.0722656,950.6939087,991.1063232,975.4788818,1828.925293,987.6843872,933.3081055,903.6208496,1030.972168,963.8391113,977.4801636,1058.425293,1127.728882,1085.861572,1040.184937
A9QM74,551.3330688,499.2539368,536.5924072,522.3778076,538.5733643,540.2460327,473.3944092,660.241272,513.8952637,666.2059937,470.1266479,449.8999634,444.4876709,398.2365112,461.031189,391.1851196,506.6444092,498.4525757,571.2449951,515.8479004
C4AMC7,36.64437866,398.0389709,571.1811523,433.0540161,419.3256836,421.5958557,627.3751831,444.1469727,788.8935547,672.8579102,28.30395317,381.280365,82.57165527,445.8096313,45.56004333,488.7911377,503.5449219,541.1168213,497.0809021,60.80194092
E9PAV3,2077.742676,2050.207031,2063.231445,2158.13208,2085.067139,2105.305176,2140.466553,2165.285889,2437.071045,2309.93457,2027.337402,1822.120361,2037.369873,1984.880493,1962.710693,1948.014771,2144.222656,2238.966553,2133.616943,2328.092285
O00115,104.5261612,183.6339722,126.2195663,117.1718216,135.6076813,116.315918,107.4368668,88.79886627,120.8135986,69.44986725,86.58151245,88.63276672,121.3723984,114.7351227,169.0617523,117.739357,101.2593155,94.14585876,89.94915771,107.7184067
O00116,97.37122345,92.45410156,96.75752258,100.2263565,100.4396057,93.26082611,100.3166885,108.4502792,110.8473663,122.3489914,89.02510834,97.69070435,99.44431305,95.61083984,104.9830399,93.71898651,119.8705444,120.4997559,128.9645844,119.1188126
O00139,150.456543,151.8639069,144.2306213,153.4112244,149.8365784,159.8167267,148.4720459,163.1026001,183.8957825,174.6271362,135.4825287,145.3891449,146.9648895,151.9229126,144.0237274,153.9718323,159.8982239,165.9296112,181.0771027,172.1990967
O00148,2786.451416,2651.546631,2605.411621,2632.77417,2674.229492,2721.899902,2570.015137,3301.956055,3004.303223,3584.017578,2751.040527,2680.55835,2906.089844,2846.746094,2909.081055,2655.684326,2929.625488,3352.342773,3265.244629,3522.208984
O00151,517.6262207,482.2558899,552.3510742,490.4591675,521.4907837,493.913147,506.3694458,535.7396851,517.4396973,515.8921509,454.3063965,455.4645691,504.1817932,484.7012634,488.6851807,575.2068481,547.4606934,547.6138916,524.3123169,527.7747192
O00154,338.6077881,342.8999634,336.7122803,336.256958,348.7854309,336.0294495,328.2303772,365.7822571,371.7331238,441.7373352,333.7854004,340.6798706,330.3529663,321.2078247,369.5100708,337.7591248,383.3417969,454.7177124,454.2616272,494.5489502
O00159,256.4171753,248.3804474,231.5162811,268.7034912,254.2505035,258.6438904,291.6515198,278.7765198,324.0231934,324.164856,241.06427,255.6069946,250.7780762,246.046814,284.5022888,277.6845703,323.29776,316.0283508,342.1499634,332.2347107
O00161,73.86306763,75.91660309,73.02391052,77.93182373,76.13184357,73.36846924,80.95446777,77.04395294,98.05410004,75.60820007,71.86228943,66.78485107,79.63105774,63.39922714,66.34431458,76.77249146,68.28660583,73.58111572,73.53185272,72.01576996
O00165,96.34619141,94.54197693,89.90061951,89.95021057,89.54063416,96.98933411,92.26978302,109.0787354,107.1200638,126.0588531,80.8355484,109.6105347,95.68994904,80.31440735,81.89369202,88.44007874,118.6989136,100.5131683,87.57745361,156.0667419
O00170,85.79171753,83.53028107,84.3972702,89.33544922,90.89962769,94.4193573,95.66533661,101.0754395,99.76278687,102.3923721,80.43654633,79.09734344,83.33621216,85.2756958,93.40281677,88.28434753,90.79038239,92.60892487,96.94473267,96.28659058
O00178,57.15846634,57.33292007,58.6325798,76.33798981,61.6638031,79.8254776,58.63102722,79.23443604,68.27635193,81.9174118,43.02207947,55.9942131,47.50001907,56.12324524,38.64767456,57.35598755,70.0328064,93.70881653,76.89034271,79.68671417
O00186,122.5451202,121.9911041,127.6114807,136.3755646,128.8820496,137.528595,141.6746216,168.8160706,174.0637054,188.0666199,108.087532,113.438858,110.6866684,122.4294662,129.7456207,123.3885498,147.2919922,141.7115784,142.1136475,136.2711639
O00193,51.91051483,79.65328979,48.93148422,46.32526016,71.38557434,77.45349121,72.08198547,69.62059784,76.99845886,82.66110229,58.60882568,56.15486908,50.76816559,53.74981689,56.83267975,53.2036972,430.8237305,63.67529297,64.63585663,60.93339539
O00194,62.92908859,61.01659775,65.50201416,61.02664566,66.8060379,60.99958038,75.68840027,84.71755981,65.07188416,74.74307251,51.31851196,65.15364838,53.50983429,67.91074371,60.56712723,56.22893524,82.77991486,74.41531372,87.15309143,77.63976288
O00203,190.5965729,253.938446,249.8096161,243.2837524,270.9938965,254.8379669,251.7536011,275.7480774,246.252182,287.4124756,191.5766296,239.6649933,235.3113708,235.5395508,260.5915527,255.0592194,255.0758667,284.5736694,271.5873108,276.4794312
O00217,241.7393188,234.7498932,225.2361145,250.2065735,249.5857086,246.2090759,267.5677185,242.8321533,260.5853577,246.4992523,225.8265991,238.340271,240.3813171,242.9604645,241.1796417,242.8851776,252.1381683,267.8070374,260.3723145,256.0182495
O00231,511.8182373,494.2435913,504.2718506,523.5702515,546.2669678,526.6879883,558.3693237,573.9561157,528.3955078,661.3786011,527.8087158,525.6738892,522.2876587,535.5811768,539.3560791,533.1464844,654.9876099,675.4871216,692.1853027,655.8098145
O00232,328.1572876,345.9061584,299.3658142,321.2045288,340.8137207,327.5459595,353.9278259,368.1845093,382.6850891,399.10495,324.0117493,290.5889893,316.8935242,334.3653259,358.3877563,346.3299255,367.2636719,390.5059814,402.4498901,312.1106262
O00233,413.6897278,384.5067444,363.1929626,414.2084045,400.9723816,385.2139282,425.5808716,427.7514343,458.7086792,432.9040833,392.2860107,396.5341187,399.3735962,402.7764282,365.6650085,396.6177673,325.2079773,407.440979,436.7384644,402.9776001
O00244,80.95075226,117.2779388,84.87332916,96.82263947,90.77428436,105.8480835,100.3280945,88.35594177,91.2542572,89.6998291,83.03780365,82.3038559,85.3931427,92.06387329,89.13067627,121.9828339,86.72889709,94.68425751,95.92036438,86.92754364
O00257,25.38458252,19.20347023,24.98222733,24.20592117,22.41974449,17.18945313,25.46833801,25.68342781,Filtered,Filtered,22.34177971,24.94606018,25.65970421,20.68133926,20.52885818,Filtered,Filtered,30.02973938,Filtered,15.14867687
O00264,171.1751709,171.5089874,174.7754211,177.9268799,190.3113251,188.8916473,188.0332336,184.6735077,192.747818,245.029541,183.0466919,168.9065247,171.7770386,177.3764038,178.247406,186.1718445,207.4126282,212.1385345,233.5230713,265.7505188
O00267,102.524498,110.5002213,112.3550339,123.3434906,112.0778198,106.3673553,99.47601318,109.9850388,105.7567215,65.39037323,110.4916153,107.149826,107.5775604,105.1211929,99.29232025,110.0952835,106.2806396,111.0923843,124.5128403,123.4515381
O00273,71.00894165,63.36984634,62.62868118,68.16086578,68.14498138,80.20227051,71.33052826,74.10480499,122.2014313,71.53684235,70.03078461,78.22409058,72.90348053,75.48625183,87.76239777,115.3674088,74.59342957,90.6062851,77.56494141,74.03720093
O00291,22.28029633,22.30674744,22.63799858,22.82674408,28.39109039,34.80211258,23.69205475,13.91390991,41.55133057,Filtered,28.71238327,29.15002251,9.846450806,34.85118866,24.34901619,65.09906006,20.68442535,Filtered,133.1295776,24.07298851
O00299,2318.744629,2302.612305,2421.823242,2283.647705,2304.032959,2427.689941,2343.554688,2514.209229,2371.727539,2936.768311,2379.077637,2463.236328,2471.89502,2539.462158,2366.629395,2398.810059,2629.241943,2765.226074,2735.557861,2840.151855
O00303,1161.285645,1115.680908,1109.374878,1068.609375,1203.566772,1133.954102,1240.813354,1195.090698,1386.485229,1446.291382,1184.090942,1154.423706,1149.730713,1171.025024,1193.491211,1257.736084,1272.155396,1437.680054,1235.205444,1156.457397
O00330,114.1720505,101.1162872,129.7285461,106.8302307,126.8197784,120.0952835,107.5194855,114.1914825,109.9713974,95.01200867,107.8978271,135.2781525,115.3989716,112.7158279,104.2985001,125.9169617,98.43200684,135.3703613,115.2553253,109.9911957
O00399,133.9040833,121.379837,126.0692749,129.002533,136.5652771,112.2261658,114.5115051,158.5657501,131.8986816,156.3795929,120.3026352,128.2923889,126.565773,131.4494629,124.5355072,106.225975,112.7102966,126.5510101,95.59760284,70.08132935
O00400,50.59403229,68.60294342,59.5974617,60.3582077,65.41059113,58.58700943,71.12528229,72.58976746,54.37288666,84.09480286,69.20675659,42.5727272,38.72559738,70.46401978,62.32515335,74.89147186,63.0251503,86.14293671,92.36436462,87.95083618
O00401,91.83811188,91.30068207,99.84078979,138.3457031,93.76140594,95.69850922,88.49032593,90.63084412,105.1195068,96.80836487,102.714798,90.87773132,85.75765991,79.3844986,83.96185303,77.76400757,78.40736389,108.3843231,84.26636505,98.9324646
O00410,1078.604248,1005.370361,1006.948242,1048.455566,1173.023682,1259.822266,1159.029785,1315.463257,1268.268799,1424.84314,986.3990479,1044.61792,1021.915527,1258.453491,1087.252686,1108.735474,1296.75647,1368.325928,1260.094238,1506.234619
O00411,45.0396347,43.66791534,39.35124588,41.25087357,42.28559113,36.13283157,42.82257843,44.80869675,38.88951874,100.7066345,43.22241592,45.1708107,42.46517944,45.26596069,39.58595657,45.37322235,44.94865417,42.95915985,37.8442421,67.14188385
O00422,242.0528259,271.9260559,279.6577759,286.5415344,236.7523956,284.989624,272.6234741,196.7272949,185.9242096,161.9036713,271.1319275,306.8426514,290.5412292,296.802124,242.4682617,266.7788696,232.0854797,231.8441315,205.1028748,223.8009033
O00425,275.7878418,274.4750366,290.4573669,290.5447388,293.0829773,300.1685791,306.1094055,310.1630859,322.8764038,348.8009338,266.0683899,294.7090454,273.5084229,283.039093,303.6414795,312.2501221,321.4583435,338.2714844,343.062439,365.9512329
O00429,608.1053467,622.4563599,589.0238647,611.4685669,628.3631592,610.489624,603.7393188,601.6838379,627.8065186,694.1702271,552.5472412,569.9765625,606.6586914,605.2943115,611.8721924,583.9590454,617.9735107,664.7539673,678.2520752,649.5712891
O00442,152.694519,139.4928741,154.5849609,148.938797,174.5940094,153.4464569,164.1604462,181.5111084,182.2415771,200.2358704,156.1389923,156.3039551,160.4835968,170.6988983,170.9963684,152.2055206,179.889267,182.2782135,206.3872528,192.8597412
O00443,155.33815,406.394928,20.46759796,28.18359947,46.22172165,49.60919952,48.04787445,47.88425446,416.2243347,40.7193985,10.98547173,Filtered,47.15523911,198.9564972,246.1423645,393.6078796,93.70037079,456.9729309,Filtered,49.72612
O00459,Filtered,Filtered,Filtered,25.61944008,Filtered,Filtered,Filtered,30.86962318,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,39.80355072,Filtered,Filtered,20.63864136,Filtered,123.7872086
O00461,47.53562164,52.80400467,54.12733078,75.26393127,50.53810501,46.29522705,39.82344055,65.61206818,76.75655365,55.33856964,33.72780609,38.42463684,43.24108505,41.73447418,56.86247253,52.36558914,39.57857513,45.02149582,53.79062653,50.32633591
O00469,201.58992,207.1819763,185.3061523,224.3781433,220.4182892,203.7407074,199.9762573,219.5319519,248.418045,235.0742035,181.9842072,199.666626,204.7490692,194.4277496,216.7584991,195.2876892,203.3051453,222.6260529,220.2747803,214.0620117
O00471,46.08729553,31.98799706,34.99659729,Filtered,6.154149055,Filtered,Filtered,Filtered,Filtered,Filtered,18.83387947,34.31617737,Filtered,15.78323746,9.716918945,Filtered,Filtered,Filtered,Filtered,25.84346199
O00483,348.7489014,345.5358887,376.9310913,368.8824463,344.6470032,353.0113525,345.954071,345.1350708,369.2324219,406.8763123,289.4021606,268.9839172,295.067627,244.1566162,292.8200378,264.139679,260.8674927,339.9223022,264.0822754,397.7684631
O00487,371.9649048,359.750946,342.7810669,328.1428223,353.0487671,317.8585205,381.9120789,348.6893921,386.6340637,401.501709,333.9074707,356.6714478,373.6761169,356.6976624,422.6047974,391.7275391,437.6197205,373.1360779,378.9389343,406.9058533
O00488,87.56813049,92.86521912,Filtered,86.46570587,90.3618927,94.60873413,94.71678925,88.26029205,157.8771667,155.2930298,Filtered,80.2172699,107.7634506,120.0808716,107.4291306,131.3420868,81.95385742,96.9410553,34.17635727,90.88999176
O00499,112.177887,104.5711517,119.9107437,116.3775711,105.7899933,104.2280579,107.6929932,121.1116943,118.2862167,123.4962234,113.2758713,100.5946808,113.5137024,111.8283844,113.7448959,119.096756,109.1008759,126.2400436,123.4713593,126.8438416
O00505,267.1459351,279.5309448,282.8346558,319.363739,312.8762207,314.6344299,299.991272,333.0928955,337.9088745,349.8443298,264.9698181,271.8626099,290.5640869,333.471344,326.4833679,305.877655,338.2381592,343.7160339,368.3369141,366.8232422
O00506,159.9721832,107.8917923,122.8384857,200.1595459,184.0187988,180.4182129,184.8122559,191.236084,184.6257629,169.7304382,172.1880798,157.3780518,165.7687225,124.9145432,115.570961,139.5310211,83.66151428,119.3959351,181.797226,112.7661285
O00507,79.31747437,67.55754089,79.39819336,93.14819336,70.54929352,83.92303467,99.58348846,89.3970871,89.05104828,88.70887756,62.02666473,70.53040314,62.03570938,79.79323578,71.5009613,71.36402893,108.2428131,68.47203827,99.56437683,76.96633148
O00534,43.35253906,35.16750336,41.35269165,37.44567871,49.17418671,43.66193008,77.15924835,48.56586075,54.18091965,47.47310638,24.57737923,35.60361862,53.45315933,35.42892838,43.57976532,Filtered,35.48046494,18.11317062,54.22325134,17.27642632
O00541,447.0498962,421.8725281,418.5972595,451.9634399,508.5527039,447.0445557,526.4487305,525.289917,539.8508911,601.8540039,314.4240112,497.3267212,378.611145,358.2211914,447.2677612,458.9230652,513.6204834,521.8716431,556.4207764,941.1365356
O00560,79.09088135,88.51135254,90.3405304,89.56583405,88.14852142,80.9628067,97.73570251,89.95939636,94.10423279,114.4753113,55.33993149,72.62088776,57.50566101,64.57907104,73.53579712,77.96195984,71.44940948,93.63439178,73.21899414,68.6803894
O00566,88.32455444,48.00524139,82.04444885,86.88609314,83.19464874,54.45380783,98.86475372,107.9458847,85.43824768,124.4561234,68.09170532,88.68249512,79.25188446,81.74004364,86.54465485,87.16590881,109.2560501,112.4153976,112.4377289,104.1952133
O00567,357.237915,286.1966858,387.9960022,365.3146362,407.5029602,349.0778809,447.4309082,449.8677979,436.4566345,517.6469727,298.8858643,424.7536621,331.9054565,314.4024963,378.2037964,411.8969421,468.7632751,511.9177551,519.7337646,806.2503052
O00571,1781.630737,1831.207764,1749.489502,1883.731934,1733.743896,1745.932617,1855.306763,1926.083862,1938.601074,2292.07373,1622.012451,1634.496094,1795.335449,1781.781006,1804.306519,1850.283447,1813.786255,2050.789307,1930.640869,2082.719971
O00592,671.0478516,632.8251953,626.7205811,724.2191162,601.2761841,580.4780273,628.1359863,575.4753418,623.347168,562.5706787,661.7520142,663.6838379,613.2323608,636.4489746,646.4716797,659.3317871,583.8374634,612.2510986,543.230957,575.8909912
O00622,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,36.13189316,47.45763779,48.98654938,39.07806015,49.52275848,38.07945251,39.63368988,50.44387817,118.4547806,54.86291122
O00625,159.0690155,173.1802521,187.7128296,181.3379974,66.64778137,196.8096924,174.2734833,189.1191711,202.1569824,196.3587952,166.116745,171.5473938,175.7964783,180.1466217,175.920105,187.5184174,208.5871277,119.8696289,196.3071594,201.7834167
O00629,89.61243439,82.50005341,88.69211578,100.6167603,87.27074432,82.16850281,104.7899246,190.9719849,115.1499405,209.4944305,88.3055191,120.3917389,85.88594818,84.58401489,78.93717957,100.2328033,99.06686401,77.41713715,86.17352295,176.6944275
O00743,111.2738266,110.5007401,102.1866684,107.1171265,104.1709442,107.3992844,121.9982147,113.1953583,138.3797302,168.7570496,96.42998505,124.4987717,129.2149811,115.7233276,126.8508987,113.2558594,128.2584839,146.7783813,137.5720673,125.5094452
O00746,57.42721939,34.45305634,34.07629776,68.81337738,35.59047318,25.5629673,58.99352646,45.44032669,54.64633942,58.74789429,50.66850281,68.860466,60.47623825,35.06678391,62.9418869,39.13183975,11.25368595,18.17882538,41.16224289,51.3054657
O00750,38.86541748,35.23870468,42.85168076,29.37485504,29.80897141,33.54272461,Filtered,Filtered,47.68601227,47.21205902,32.3229332,Filtered,Filtered,45.95694733,Filtered,Filtered,40.13741302,38.69261932,47.7036705,36.93239212
O00754,42.29288101,56.85981369,40.7773819,36.8621521,52.59666824,76.53108215,74.41136932,48.7695961,39.35095978,63.8155899,49.63817978,67.93286133,31.29861641,51.57992172,55.91175461,74.68560791,47.18817139,57.66864014,39.9596138,55.45507431
O00762,177.0788422,164.4993439,171.2224731,175.1670532,181.0185089,171.9068146,112.651741,179.2538757,103.4341888,160.989502,138.5161285,123.5585938,98.32233429,133.0527802,134.5701904,146.607666,142.0720215,141.4325256,88.22186279,150.6891174
O00764,310.5349731,347.618927,348.840332,363.5442505,357.019928,348.4324036,358.6395874,352.6592407,398.0477295,427.2247009,429.3135071,331.6489258,398.0487061,357.4199524,383.473114,364.8673706,414.6526184,437.3822937,370.1405945,431.4946289
O00767,211.048233,214.7676086,217.6428375,191.3990784,218.0646973,219.3087616,244.5969696,220.8736115,228.7043457,249.6933594,152.4154968,161.2132263,157.4384308,143.0011292,141.7038574,236.0246124,239.0390472,195.2582092,270.4034119,178.7069397
O14497,55.11540604,30.0961895,21.61838913,15.17037296,20.98356628,21.99836159,20.23473358,Filtered,28.82753754,274.2337036,21.15637779,72.95677948,20.147789,22.76359367,18.10906219,12.04486275,16.79792213,Filtered,8.92877388,10.1967001
O14519,114.1984787,105.3314056,104.6088486,108.7136917,92.8968811,55.04481506,73.80896759,55.64236069,17.8781662,52.7193985,83.86881256,93.58836365,76.65760803,89.26454926,67.91563416,43.11024475,48.40090179,30.28209305,27.70417023,39.96072769
O14530,291.2145996,263.1027832,255.9701233,296.4613953,237.9347534,273.1104126,242.842041,299.177002,289.9277344,287.4546814,253.6165771,264.6903992,280.5836792,302.0166321,281.5343628,270.0186157,330.7993469,276.5178833,318.997406,279.097168
O14545,9.527347565,11.54497433,21.61190987,22.33325386,23.33747673,8.920348167,Filtered,Filtered,Filtered,Filtered,Filtered,38.46318054,9.351659775,31.66226006,Filtered,21.49694252,80.466362,Filtered,Filtered,Filtered
O14548,77.82395172,84.05675507,76.95209503,83.15942383,83.1907959,84.88417053,85.90937805,75.36149597,88.75712585,112.1120911,66.86339569,69.00824738,72.30322266,96.63618469,75.36528778,81.7177887,80.83986664,103.5519028,96.72792053,75.81104279
O14561,368.1080933,332.3309631,361.0716858,252.9424133,359.9418945,352.9530334,382.868927,260.1062317,361.7502441,260.5821533,365.0726013,265.5597534,371.0985107,247.4075775,357.7128296,361.6641846,454.0527039,394.9881287,407.9113464,370.6963806
O14562,133.8745728,153.0422058,142.2343597,143.8903046,132.4538727,134.8483582,140.1590881,157.3343353,164.934967,178.9258728,133.2919464,141.9130554,136.174118,159.9034729,134.7089539,129.1577148,160.4000092,162.7607422,164.3138275,180.1655579
O14579,312.8979797,338.2463989,334.4261169,321.3549194,367.5804443,312.4372864,320.3574219,312.9410095,349.4003906,317.7662048,327.1478271,329.3027954,308.6393127,306.6137085,351.0366211,322.0446167,352.0706177,354.9019775,332.7937927,289.3985901
O14617,170.4384003,156.2706146,162.1588287,160.858429,166.4820251,170.0149078,173.9420624,178.2793579,178.1491699,227.9396057,161.3218689,145.2008972,149.1157227,176.475769,168.7773743,160.0493927,178.2091675,189.0209198,202.4597473,173.7542572
O14618,77.87680817,98.26158905,175.3850403,79.08238983,98.66567993,100.5007858,98.431427,80.53562927,101.6065369,109.6197739,81.02291107,85.1608429,92.17156219,97.2157135,93.00391388,98.02120209,89.10568237,102.3372421,78.41871643,78.08807373
O14639,25.5847702,26.86639404,31.80465889,33.37083817,38.29605865,38.67079544,27.6753006,34.07235718,20.22747612,40.44140244,26.60808563,25.90032387,31.07189369,41.92765045,26.84589386,40.15471649,28.03621483,42.48028564,Filtered,34.20280075
O14646,73.44578552,77.20758057,85.13272858,82.89121246,72.02070618,82.31521606,83.16292572,84.26819611,77.70818329,54.6823082,62.77724075,76.52866364,76.22450256,72.85932159,77.5538559,86.40441132,84.29190063,78.01750183,86.52334595,84.25618744
O14653,39.26709747,28.56871414,41.52754593,35.69950104,39.48971558,40.72648621,43.15093613,43.12714005,41.55816269,46.16483688,38.1279335,39.59766769,37.16420746,42.66160965,36.7372551,48.34251785,45.36019135,46.57266998,50.7427597,42.990242
O14656,46.73361588,47.61286926,51.64389801,55.72899628,55.91496277,48.74869919,49.41659546,71.70680237,68.09224701,83.64694977,42.63825607,91.23326111,60.52360916,59.24463654,59.22941589,60.34746552,55.89766693,62.90929031,77.11459351,54.23284149
O14657,Filtered,Filtered,26.05656624,21.03508377,28.10208511,Filtered,20.8400383,19.32239914,29.32122421,Filtered,22.67714119,28.62173653,20.38138771,31.01882362,Filtered,23.1697731,21.92273903,32.6097908,22.84327888,Filtered
O14662,22.91960907,20.35536385,19.82177925,16.30335808,26.88783264,18.65111923,17.88254929,40.30215073,25.60863113,Filtered,16.99023438,19.56740189,22.0738678,26.65247536,16.18137169,24.90876007,30.6374073,32.26906586,24.83288383,25.26415825
O14672,67.03734589,59.36450195,62.72314453,62.90047455,45.77632523,72.9235611,45.20095444,80.68888855,84.93949127,68.64221191,47.98548126,61.44801331,46.50636673,63.14122009,75.45611572,68.34912109,70.92694092,66.53179169,54.11346054,70.37083435
