Uniprote_IDs,uT01,uT02,uT03,uT04,uT05,uT06,uT07,uT08,uT09,uT10,FA01,FA02,FA03,FA04,FA05,FA06,FA07,FA08,FA09,FA10
Q06136,48.48303986,50.98688507,61.61961365,53.06177902,39.47995377,54.13337326,55.26059341,59.40380478,65.18920135,60.55951309,48.9810524,55.89430618,50.53171921,56.21054077,50.9389267,56.18975449,61.17134857,66.57194519,55.86558914,57.11661148
Q06203,188.0942688,196.7008667,190.1877747,200.1878967,171.6038513,201.1907196,201.2692871,195.6911621,203.1937561,218.5282135,162.8854523,187.3929138,182.5388947,170.212616,210.14534,206.434906,205.2086945,209.7302856,226.1218414,212.004837
Q06210,444.9754639,441.3521118,390.6184692,455.4183655,456.0443115,486.5263672,441.1716614,492.9376221,490.9300232,490.9101257,460.3170166,432.9588928,475.5184326,468.4625549,481.1385803,508.6077881,474.0203552,527.4796753,470.0948792,455.1064758
Q06265,189.8463287,207.6516724,190.8300018,192.9186096,207.8045959,198.8812866,202.4885254,199.7254791,224.0636444,218.6572113,202.6285248,202.9656525,195.0712433,200.0244293,187.0682983,206.7839813,207.1926727,218.6796875,230.3083954,228.6392059
Q06323,516.267395,527.072998,559.1804199,573.0957031,554.7507935,582.9981079,571.0279541,578.9661255,611.5308838,748.8699951,531.361145,500.4735413,539.6582031,589.6245728,564.857605,593.1416626,618.2952271,598.3863525,670.5136719,628.1954956
Q06330,31.10716248,46.00894165,34.5998497,39.71987534,40.32749176,28.98794746,49.18221283,56.95829773,41.05659485,41.47260666,28.70422363,33.6499176,36.26154709,36.17738342,35.79231262,115.9481277,43.41914368,52.65559387,45.60247421,41.21802521
Q06546,82.50492096,60.9805336,60.66790771,58.47303772,65.69842529,75.32551575,62.54209137,73.56719971,82.47366333,79.43399811,59.1617775,55.78429413,72.00019836,61.85977173,67.64504242,77.84118652,78.82167053,74.81053162,89.16609192,79.53808594
Q06547,24.27372742,32.34957504,39.4335022,38.50477219,61.75693512,30.06363106,28.44661331,21.90024948,Filtered,Filtered,32.30490112,44.14427185,Filtered,42.5443573,Filtered,Filtered,26.50591087,Filtered,Filtered,25.5540123
Q06587,53.95089722,66.58966064,64.96206665,64.31629181,60.54758072,65.9490509,65.33529663,70.96099854,64.98930359,64.27716827,63.2367363,65.2379303,69.90538025,65.12658691,64.79800415,70.87804413,71.48845673,63.98360443,68.1214447,69.16024017
Q06787,89.71030426,86.39015961,94.85919189,105.0904999,94.41722107,87.37557983,90.00469971,82.60023499,95.32243347,89.09906006,83.40752411,92.77884674,106.6427078,84.81969452,87.84020233,100.545639,79.80875397,87.92173004,70.40484619,44.50610352
Q06830,9546.001953,9072.273438,8791.150391,9376.896484,9472.397461,9615.803711,9721.014648,9929.264648,10343.23828,10889.00586,10104.91016,9970.639648,9940.476563,10251.34277,9684.319336,9853.126953,10251.78711,11096.7207,12903.64063,10262.24707
Q07020,4639.347656,2396.842041,3589.553223,4172.067383,4620.114746,2776.875,4602.472168,4293.704102,5006.742188,5337.595703,2828.018066,4673.062012,3244.293457,2344.512451,3746.202148,4660.124023,4530.410645,4399.825195,5400.333496,15109.97949
Q07021,1718.746826,1571.758179,1572.378784,1681.244995,1650.330566,1846.697266,1765.681152,1967.255249,1968.626221,2267.276367,1882.900146,1575.820313,1742.26355,1792.933105,1902.319824,1749.215942,2015.665649,2256.560059,2039.171631,1858.666382
Q07065,430.7860107,420.8868713,402.5006409,408.535553,408.3019409,394.2050476,411.0708923,425.0768738,430.8511353,480.2063904,419.6812744,454.4495239,403.4862671,378.9750977,437.6611328,398.9453125,426.2176514,468.9495239,409.8076172,455.0028076
Q07157,67.27134705,68.05828094,64.68206787,76.33526611,77.75548553,72.50666809,70.76876068,75.04890442,74.52500153,81.14389038,68.78214264,69.8000946,64.35128784,72.5368576,60.08637619,81.09064484,68.86878967,87.04286194,82.26443481,92.83716583
Q07666,1071.259033,1044.593506,1054.55481,1095.951172,962.1912231,1022.473938,978.345459,967.2474976,1014.304871,922.4519653,891.3726196,960.7426758,989.6088257,1043.36377,951.3585205,856.3027344,924.5753174,870.1574707,835.7022095,881.2703857
Q07812,80.21250916,90.54415894,73.98216248,81.58295441,97.66687012,64.76515198,73.26145935,76.16108704,88.29859161,87.94715881,89.84197998,73.38883972,92.44496155,106.4280319,83.84859467,84.99211121,80.90968323,101.0778503,121.684906,95.6517334
Q07817,33.44036865,45.02230453,36.163414,36.77917862,38.67336655,41.53530121,49.01545715,52.23983002,52.99097443,61.47621918,31.97681999,33.31796265,45.24124146,39.60944748,Filtered,48.94060135,Filtered,65.87468719,Filtered,46.58109283
Q07820,45.49773407,42.40852737,45.73690796,Filtered,37.71938705,Filtered,33.02744293,33.5419693,20.28064537,31.77945328,30.94547653,Filtered,Filtered,49.71591187,50.40837479,40.54141617,52.69610596,36.45059967,35.9823761,42.11063766
Q07864,28.92660522,43.3245163,66.55453491,55.37516022,41.04092789,41.17383957,25.89774704,30.80950165,47.80118942,67.47985077,Filtered,Filtered,61.36535263,39.7229538,Filtered,Filtered,203.6484528,48.90126801,64.42701721,30.95908546
Q07866,54.41926575,51.6571312,54.59579086,70.17597198,71.88031769,55.62531281,68.04154205,51.58321381,55.24184036,54.01272202,45.91162109,46.16814041,55.35411072,53.89719009,61.89467621,64.26906586,57.93549347,52.72649002,51.16077423,72.14363098
Q07955,2758.670166,2736.7229,2951.268311,2891.681641,2810.708008,2915.691406,2895.508057,2938.037354,2995.182129,3063.348389,2799.499756,2884.073975,2881.345459,3032.512207,2803.616455,2726.966797,3150.849121,3185.273926,3090.46875,3049.184814
Q07960,151.3339844,162.0285187,160.7694702,150.9176788,152.2740784,168.2085571,162.0361938,167.6903992,185.244873,170.8942413,151.6681824,166.0460815,166.2265015,157.4047241,150.0663605,171.1529999,164.4178925,181.4257202,212.8367615,182.3141937
Q08117,60.38910294,Filtered,67.2991333,Filtered,Filtered,Filtered,38.3698616,Filtered,Filtered,Filtered,57.07920456,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q08170,996.8432617,459.888855,518.4622803,514.6065674,945.2954712,1019.450317,548.4151001,453.0838623,352.7636414,519.7070923,457.2261658,1229.617798,1059.369263,359.1759949,562.1443481,571.2258911,561.659729,1245.14563,495.5098877,1061.122925
Q08209,436.9317017,433.9963379,382.3613281,425.9052124,416.036377,423.4539795,433.1642456,408.0908508,451.7085266,434.9860535,373.5726013,415.4526978,397.1164551,410.0489197,404.4199219,461.2301025,426.2643433,396.3583069,474.0087891,410.5136414
Q08211,1708.420776,1357.136108,1367.886719,1202.438354,1226.030518,1295.075806,1273.931763,1439.006104,1345.711182,1533.651367,1150.408325,1224.680298,1215.143555,1190.906128,1127.070068,1169.477661,1273.200195,1327.545166,1439.550659,1502.300171
Q08257,241.3341522,230.7411804,253.800415,238.6494751,236.6618042,244.6313934,256.2220154,252.2683716,264.9965515,253.2192688,212.4424286,241.1709442,242.8581085,258.3774414,252.0391083,263.9937744,256.5599976,275.7438049,296.6121521,239.5080261
Q08378,27.25823975,35.80511856,40.6665535,34.51670837,34.84635925,31.61601257,33.91931534,34.86397552,73.74046326,55.64829254,31.23365593,38.15694809,29.58394051,30.24756241,27.9732399,45.06649017,28.95686722,64.71381378,41.08745956,46.47722626
Q08379,78.07409668,77.36854553,77.49687958,82.82338715,85.16697693,70.86734009,85.521492,76.98968506,97.81151581,93.86310577,69.01609039,74.83350372,74.46768188,79.94667053,70.53691101,72.10740662,89.79785919,64.0091095,124.9514999,95.64070129
Q08380,220.9183655,207.6236877,212.8514099,214.4664917,227.7828674,236.3482361,243.8485718,285.0181274,285.4687195,332.0961914,164.6032715,136.6067505,153.2457275,143.3800659,140.179657,130.3887329,164.3966064,172.5016174,168.4313202,174.3668365
Q08499,19.89099693,21.75728798,34.52944565,45.26937866,23.67190552,38.95357895,30.40101814,26.32296562,24.91492462,14.61068439,37.97935486,29.13999176,46.25569916,21.05295181,32.86649704,37.19916153,51.91309738,19.53692436,Filtered,Filtered
Q08623,62.93745041,66.96018982,66.56906128,64.35235596,61.51721573,66.91049957,58.25617599,64.09773254,73.87586212,81.39803314,56.19351959,60.5459938,57.17114639,66.83148193,56.79207611,60.09612274,55.59752655,22.66195107,Filtered,55.07855225
Q08722,Filtered,50.65988922,Filtered,21.37337875,97.09803772,61.02196121,Filtered,98.4600296,Filtered,Filtered,43.84399033,94.30701447,Filtered,39.21979141,71.96115112,31.45874405,34.31991577,67.77257538,Filtered,Filtered
Q08752,227.2635651,258.20755,231.0831909,249.9412994,255.9160309,254.8646393,258.2126465,262.6567383,285.3202515,329.2977295,212.8848572,236.0334015,239.2640991,251.3097229,241.9860535,268.0798035,295.7511597,316.3783569,274.8547974,307.8933105
Q08945,792.5804443,811.7792358,848.1453247,866.9815063,898.185791,929.6340332,863.4699707,863.6240845,999.5895386,1182.651978,849.4620361,826.1190186,782.2084351,810.4137573,842.1835327,859.6571045,986.0113525,1000.261169,1046.161987,983.9564819
Q08AD1,22.69642448,31.39977646,22.60152435,26.55856133,17.58414459,33.99371338,23.58343887,37.05421066,24.72348213,37.38074493,18.12041664,20.21103477,18.49411774,30.07268524,20.16525078,23.27773666,28.36307144,38.30496216,36.74882507,32.88150024
Q08AF3,57.60055161,48.85572052,56.150177,47.57927704,50.65556335,28.71767044,51.02691269,52.39287186,58.88045502,56.39693069,Filtered,34.09440231,28.99901581,64.91223145,50.73168945,35.32474899,52.79131699,42.06938934,43.7695694,41.52174759
Q08AM6,34.10183334,16.80068398,36.22959518,31.19441795,42.90625763,46.18645477,23.5806179,26.98217773,22.52849388,Filtered,45.83660889,35.89893341,31.98204803,35.67282104,59.62382126,24.82525063,24.76529312,24.12503433,Filtered,Filtered
Q08J23,1330.685669,1313.908691,1296.752808,1349.167847,1353.870483,1261.662109,1333.076172,1463.148193,1537.302246,1749.9729,1340.578369,1261.810547,1364.420898,1198.682617,1344.83313,1218.636353,1366.139526,1480.174805,1337.787598,1422.651611
Q09028,229.628418,262.1091003,262.3330688,243.2035217,250.8791962,262.4428711,262.0939026,266.2333374,240.8041992,218.166214,243.4498444,264.4808655,235.3038177,265.7531738,271.2601318,223.4420776,210.29039,263.6841431,193.5441132,196.0300598
Q09161,253.913269,333.9972839,253.6963348,302.2062378,307.2861938,326.8796387,329.0138245,349.75354,335.3786316,387.2568359,352.0848694,307.5758972,319.0897522,299.7037354,281.3424377,343.1724243,387.268158,316.9894714,374.5709229,388.9850159
Q09472,51.31616211,91.39115143,50.67965698,71.18073273,46.32370758,56.55897903,52.8584671,103.4445496,83.94913483,118.5745621,32.40493011,50.92139053,23.93351936,59.87775421,84.75637817,56.60829163,69.44859314,Filtered,74.67037964,101.5413437
Q09666,1285.283569,1496.811157,1506.378296,1489.41272,1367.31311,1425.276855,1425.351563,1636.264282,1312.34436,1863.332031,1416.241577,1561.397827,1588.749512,1347.822021,1478.771973,1639.433594,1609.752075,1581.069092,1650.186768,1757.182495
Q0PNE2,35.61432648,37.09729385,34.88332367,36.60154724,37.95241547,36.43975067,37.84193039,46.55803299,51.53684998,50.36660004,24.71354294,35.85749054,32.34913254,37.24403763,39.11069489,41.42551422,41.78914642,42.76168442,50.49406433,54.19738007
Q0VDF9,315.802063,319.8624573,341.8106384,337.7666626,331.319397,319.2835693,356.3664246,332.4188843,369.940033,396.4289246,285.8260803,326.8402405,341.6269836,340.6469727,351.9064636,315.0985718,388.5420532,368.5202942,386.2096558,347.4510193
Q0VDG4,19.58554077,19.87102699,27.4243679,21.51206017,28.20059967,25.1468029,29.80303383,22.44783401,23.94053078,27.20386887,19.22553062,23.32516861,25.23894119,27.8982296,Filtered,22.2017746,33.44001007,30.8618412,40.75288391,35.4801178
Q10471,977.3486328,1040.563354,1035.686768,1109.4104,1003.71814,1003.556396,973.3474121,1096.189697,1088.73584,1141.573486,965.1594849,1038.785522,1065.458252,1040.119751,1010.682861,1034.900757,972.8764648,1111.036865,1029.789795,1048.745117
Q10472,32.71418762,43.21100616,39.17170334,41.77659988,17.27695656,26.16173935,45.36322021,79.62142181,69.63282013,65.84020996,35.55113983,38.67554855,41.08159256,47.93980408,38.830513,65.15040588,70.45677948,81.08353424,45.97219086,47.48524857
Q10567,484.2353821,457.303894,450.2926331,468.8492737,428.9620972,428.3682556,449.4180603,433.2184753,467.7011719,448.8161011,448.805481,451.3608704,438.9407654,460.1604004,435.6775513,438.1043701,472.3398743,448.495636,454.572876,438.7240906
Q10570,74.5287323,83.04793549,74.41918182,77.45850372,79.80451202,78.20024109,102.6343384,87.41990662,115.4136276,90.63642883,71.55913544,63.59183884,74.21424866,85.33611298,74.20697784,78.60086823,81.38935852,85.94910431,80.9210968,81.19485474
Q10589,225.1379395,195.3939209,226.4265594,215.1142578,220.618103,224.3064117,266.4314575,178.7961426,100.7801056,67.96130371,187.4004364,235.5003967,187.8374023,218.5929108,192.9856873,183.7607727,138.9997101,124.0357208,93.16975403,144.4713287
Q10713,237.1469269,247.8785706,251.6947937,270.9343567,267.1455994,277.6346741,262.5609741,246.6324005,263.0903625,277.8053894,277.0269775,255.2238464,253.0726166,269.3050537,245.8490448,290.3714294,270.0738525,243.0553894,276.7921753,257.6005249
Q12768,64.5816803,50.48986435,45.89017868,54.27347183,60.38047028,51.63978195,50.45075989,62.72282028,61.39526367,78.92877197,37.35793304,50.75249481,51.07786179,54.83657837,57.12891769,41.05336761,62.75213242,71.74808502,65.85398865,68.24275208
Q12769,240.3067017,247.963974,240.6526947,249.4171295,259.988739,259.9273376,268.8616333,272.2475281,268.5534058,306.8911743,210.2401733,230.8613281,237.9655609,237.3833466,237.9538574,247.5986633,264.1854553,292.6500549,231.9932251,254.9292603
Q12774,306.4250793,Filtered,353.7795105,Filtered,Filtered,251.3734131,Filtered,Filtered,Filtered,Filtered,255.8122101,266.7434692,Filtered,Filtered,Filtered,339.6369934,Filtered,Filtered,386.2828064,348.3098755
Q12788,279.3287964,271.3249512,282.2964172,283.2191467,296.0211487,281.6641541,295.8456116,298.5027466,321.546936,298.2260437,261.3240967,247.467804,279.5229492,259.0513916,273.6278381,278.3975525,265.6162415,281.7218018,316.0797119,293.8967896
Q12789,67.04877472,76.46142578,67.05899811,75.83810425,79.12819672,72.18637085,78.65898132,81.86119843,78.31426239,97.23567963,59.37618256,63.33217239,66.68035126,70.31778717,64.92095947,73.02468109,70.60694122,75.28425598,80.08704376,70.6060791
Q12792,410.8717651,431.4291382,352.98172,413.8529968,401.8078613,384.7734985,390.0709229,373.6255493,437.9786987,390.4874268,404.1687927,397.6607056,397.6645813,421.3088989,406.8684387,444.7268982,417.2622681,622.6599121,385.6062012,418.9562073
Q12797,157.4012604,156.6610718,144.4596558,166.9112091,167.0397339,159.5580139,173.9832306,187.1557159,170.9464569,184.4630585,175.5534821,168.6194458,165.0491638,158.184433,168.9393005,184.0332031,188.1116028,195.1385651,191.9522705,201.7234497
Q12800,103.5099487,113.5539551,116.0452957,122.9723129,104.6599655,107.9699326,100.0920181,121.3125458,125.0385056,143.6577148,99.03412628,104.788147,105.3776398,109.9985657,93.30363464,97.50276184,95.83231354,121.0704041,117.7464371,125.8033981
Q12802,53.10675812,53.05834579,41.18838882,72.55812836,82.49171448,99.98562622,71.51779175,57.19765854,64.46287537,67.96929932,42.50951385,38.64463806,38.85221863,52.17012787,54.0902977,70.86978149,Filtered,52.85402298,76.59497833,54.10495758
Q12805,46.56357574,55.59011078,54.91124344,53.32261276,49.38169098,51.11941528,55.89328384,50.00595856,55.85712814,89.45805359,25.09464073,29.35463715,33.60535812,20.90221024,56.46977615,38.08703995,55.66035461,Filtered,60.03090286,45.59405899
Q12824,140.7345428,179.9548187,170.7996674,165.2297211,190.8718567,152.0055237,140.8678741,168.8157043,136.3641052,148.5065613,130.6811981,175.8485107,162.0376282,141.4220428,143.6284485,149.157074,137.2479858,158.5897827,136.7744293,141.5754852
Q12830,181.6718445,26.89124489,21.22596169,18.72019196,25.50958633,26.5555687,14.26694298,139.8278351,9.485343933,8.543157578,Filtered,Filtered,Filtered,10.00227547,12.89606476,10.30258179,Filtered,Filtered,Filtered,Filtered
Q12834,17.17347717,41.63768768,41.12326431,128.2165833,106.6914825,123.3354111,115.2650757,27.96113586,190.9702454,44.38555145,29.4615097,20.188797,21.38990021,29.34004402,Filtered,20.2646389,Filtered,Filtered,Filtered,28.33813667
Q12849,238.7718201,242.2690277,248.809845,241.4910736,233.9849243,213.7081299,202.3708038,148.944458,140.8399658,79.4108429,268.2447205,266.7019653,241.0917358,223.0279846,216.1612549,209.1514893,147.7638855,105.5230484,110.3256912,128.073822
Q12857,117.1299438,115.0075836,117.8902588,167.7850494,140.4454498,106.0171661,123.069664,181.5158844,120.1076508,99.3785553,101.3668289,111.1360855,102.8942642,114.6967773,94.99357605,99.38762665,194.9912262,110.7547607,81.93297577,106.820282
Q12872,76.8117981,56.77507019,45.33351517,43.76388168,68.62503052,44.0103035,44.46410751,50.01414108,42.63887787,21.90871429,52.13848877,59.56079865,51.77142334,45.18982315,66.25106049,Filtered,60.9680748,65.57964325,Filtered,50.51515198
Q12873,29.90696526,58.71583176,49.94594955,34.49099731,27.63147545,26.29409027,57.55866623,47.60778809,Filtered,48.28310013,21.59017563,42.58555984,38.53735352,43.46157837,Filtered,40.4144783,Filtered,63.27448654,53.44041443,Filtered
Q12874,651.1531372,626.5500488,628.3015137,575.5594482,613.2652588,577.8259888,641.6448975,613.7613525,690.5592651,644.9125366,582.8736572,575.8881836,636.6941528,611.4597168,621.2542725,636.333374,628.638855,610.5377197,717.0915527,642.12146
Q12888,55.70591354,69.39743042,64.48946381,62.40802002,74.20010376,64.27116394,51.60042191,74.5703125,78.77417755,80.95659637,54.17712402,49.56748199,70.84889221,68.36404419,67.04571533,62.62273788,69.17583466,78.55110931,77.89956665,80.75904846
Q12899,51.17308807,63.12971497,52.02972031,64.956604,70.85883331,74.61201477,58.68415833,50.64084244,75.42759705,105.706192,60.85435867,68.45172882,67.7875824,48.99681473,70.56143188,87.26476288,78.22198486,92.59523773,90.09649658,96.05556488
Q12904,444.0905762,432.0471497,448.5452881,446.1697998,453.5812378,420.8259277,467.935791,397.907074,421.6304016,379.4790344,452.3193054,489.5969238,477.2028198,451.522644,475.8855896,448.0297241,416.7920227,423.1824341,416.3001099,370.6655273
Q12905,2229.52124,2350.217285,2580.360107,2490.079102,2421.202881,2294.448486,2372.523193,2508.050781,2982.705322,3140.811035,2388.603516,2656.288086,2743.134766,2382.424316,2129.846191,2254.322998,2522.022705,2824.694824,2640.233887,2984.390625
Q12906,1643.089844,1569.206787,1592.480469,1676.381714,1534.491943,1595.169312,1618.102539,1726.762207,1802.65979,1809.250488,1542.234741,1684.083374,1679.025146,1675.202881,1631.358765,1671.034058,1858.326416,1928.352051,1893.143066,1795.897339
Q12907,750.2799072,789.980957,764.0689697,690.9576416,728.9202271,801.30896,741.6828613,711.1679688,750.0484009,722.446228,721.2201538,722.6171265,770.4108276,731.411377,712.0991211,787.4609375,741.6400146,779.0084839,695.0692749,772.0299072
Q12913,44.97238922,66.55545044,57.45898819,47.49519348,71.77601624,72.93858337,54.4985466,68.79315186,59.50741577,109.6187439,44.09736252,43.65735245,73.08631897,56.74168396,51.85945129,57.84329987,87.28411102,76.01869202,91.31098175,106.5958405
Q12926,Filtered,Filtered,53.06421661,63.20146561,56.84062576,61.4304657,Filtered,Filtered,63.08931732,61.48655319,50.44503784,44.07660675,52.02029419,51.23945236,65.66490173,57.29115295,Filtered,59.07559586,Filtered,60.88789368
Q12931,8028.354004,7866.990234,8315.392578,6517.037109,6825.274414,6146.975586,6022.324219,7169.986816,7946.178223,8894.889648,7494.583984,6271.687988,6677.616699,6833.930664,6910.746582,6497.190918,8313.402344,6927.243164,7819.682129,8810.625
Q12933,40.031353,57.53407288,56.78780746,56.65453339,29.14489365,38.86300278,34.33849716,36.85956192,65.28314209,51.08414841,39.93801498,40.47410202,40.69639587,29.72452736,35.37853622,50.04541397,27.63446808,24.73858261,70.43427277,52.02830887
Q12959,84.07687378,84.9779129,104.3409653,146.4735107,66.3989563,96.79440308,154.9462128,78.59850311,41.84059143,171.4230957,27.31463623,46.55755234,44.31707764,83.34339142,186.7231293,67.78386688,58.75152588,69.19560242,64.56143951,50.84962082
Q12962,30.79459381,30.73038101,31.80924988,26.88687515,24.19081116,24.2175045,44.97935486,53.63019943,62.86391449,22.09576607,23.86837387,43.35150909,22.0844326,23.37389755,24.05031586,29.07030869,27.37553787,13.75331402,Filtered,20.59598351
Q12965,251.950943,259.7729492,262.3054199,263.6498718,269.9158325,244.2687683,257.4138489,307.3718567,322.8230591,375.9650574,206.2949982,253.3553619,265.4344788,240.1101074,252.8787537,269.3943787,325.3560791,328.7146606,321.9066467,393.6426392
Q12972,32.14257813,39.50459671,53.88105011,35.7284317,35.68363953,49.41246414,51.50712585,51.0213089,51.11603546,46.75243378,44.56371689,45.71713257,42.18619537,44.89878082,37.46686935,49.61611557,45.09746552,38.96808624,45.76841736,42.75882339
Q12974,97.46169281,138.6520386,152.9936218,87.01496124,152.6795197,89.65718079,94.52524567,130.5018921,134.1593323,93.17019653,79.73931885,97.86038208,119.9127426,119.5944824,129.8383789,139.7200623,127.8480225,124.2004089,120.0572205,138.3569031
Q12979,58.68021011,67.07658386,66.23906708,65.42393494,45.88867188,71.66841125,45.20612335,49.48083496,55.50685883,Filtered,43.11918259,61.31113052,67.37942505,63.08052063,40.54833221,59.00692368,Filtered,80.28210449,55.86882782,53.8024826
Q12980,Filtered,13.740695,21.51331711,17.16895485,44.57823944,20.3083744,24.68691826,24.97976685,26.96777725,28.7329464,35.1888237,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q12981,41.15426636,59.97169113,51.79864883,Filtered,38.43329239,56.11644745,46.49505234,61.48293686,63.69354248,90.75930786,37.82307434,58.27374649,59.77062225,56.50175095,62.60752487,Filtered,62.75616074,56.45637512,58.4422226,71.98667145
Q12982,45.42197037,70.28343964,62.57817841,65.1147995,50.82168961,32.09012222,31.90430069,46.27713776,Filtered,51.25425339,54.54402924,57.55124283,58.31022263,44.25079727,50.41002655,36.0664444,69.68536377,56.41773987,Filtered,40.39131165
Q12986,8.771718979,5.353947639,12.36927223,8.439663887,7.164354801,Filtered,7.870415688,Filtered,Filtered,Filtered,7.253317833,Filtered,8.84620285,58.21063232,Filtered,6.355028629,6.93340826,Filtered,Filtered,Filtered
Q12996,61.63757324,64.63232422,55.2559967,56.82178879,55.57720566,59.47590637,65.28588867,63.82162476,62.02215958,78.02136993,60.40329742,62.67092514,65.4854126,62.28318405,64.80394745,73.3928833,78.95642853,81.52507782,73.08054352,70.55886841
Q13011,507.1231689,539.5113525,520.5317383,492.7996521,455.103302,468.2993469,540.8916626,444.3493347,487.9577637,441.2580261,528.682251,544.548584,516.6273193,550.9723511,483.9738159,498.9194031,499.2559509,463.4014282,496.5418701,487.1194458
Q13017,Filtered,3.90212965,8.451442719,11.74504852,Filtered,Filtered,5.903996468,Filtered,9.40821743,Filtered,Filtered,Filtered,Filtered,Filtered,4.755337238,Filtered,10.79444313,Filtered,Filtered,Filtered
Q13042,91.86999512,39.21152496,67.65958405,87.04808807,100.7987442,102.9007416,97.25530243,103.7105179,116.6328659,294.9980774,81.87175751,85.14058685,93.67180634,94.53569794,118.1546249,93.43496704,74.78879547,66.26571655,37.17230988,81.33115387
Q13045,279.2711182,247.1515045,272.315918,270.5317688,289.9240723,255.0725861,296.7298889,326.7924194,320.3050537,349.6177063,247.4931946,240.1254425,249.3754425,249.7116852,287.0372925,262.5878296,310.3204346,313.6811523,328.9711304,338.3687744
Q13049,18.74097824,30.60444832,32.15679932,28.78944016,28.99113083,46.35385895,35.41546631,32.13214874,31.44426155,37.95687485,16.56438446,34.43437195,20.62386703,27.04818535,26.09971046,26.42101097,32.09372711,28.24340057,22.21820641,35.87025452
Q13057,205.4143677,205.1685181,201.884201,208.92276,206.0350189,216.9491272,185.4223175,198.3923035,180.3858795,170.2616425,199.7581787,196.5971832,202.3171539,206.497757,205.9109497,175.0149689,180.7699432,166.6509857,160.4687195,157.3111877
Q13066,302.1061707,330.324646,331.3081055,346.9450378,268.6103821,318.4207764,357.7957153,279.9781494,386.5344543,341.7641602,310.7438354,289.8785095,247.7238464,314.6924438,205.261795,254.2379456,321.7422791,313.9453125,312.9403076,312.6502991
Q13067,316.4176331,330.3771362,342.4464111,347.2863159,262.546875,325.1794128,350.0883179,279.9781494,386.5344543,344.7303467,316.582489,280.5189819,242.7283783,298.7195129,202.8881683,251.7651978,295.7431946,300.4241638,311.9152832,317.0809937
Q13084,94.46202087,81.04452515,96.35079193,87.52097321,96.27960205,96.20637512,90.20471954,95.90480042,106.700531,130.99646,89.22597504,89.25915527,97.46986389,107.06707,101.8184586,89.47673035,99.58666229,98.0920639,103.5285492,95.56069183
Q13085,122.70047,126.5033798,137.0742493,139.8983612,132.0565796,121.5922775,125.8133774,147.7539368,142.5010529,165.0317078,111.0648499,130.6331635,130.5616608,112.8743515,133.3507385,138.6764832,155.4504395,148.7693787,145.0879364,147.4326172
Q13098,325.5509949,343.9664917,333.8721313,351.7857971,342.9588013,298.3161926,332.4746704,322.8381042,369.2414551,356.340271,320.6581421,317.1075439,310.0505371,335.059021,280.210968,319.3415222,339.9233398,353.5065002,329.0840759,346.8066101
Q13111,58.01042175,49.96880341,52.64204407,47.83613968,60.13986969,58.07818604,39.66029739,10.15661621,40.34926987,19.03964424,55.94375992,53.22655487,64.28760529,60.50312805,63.24456024,16.81142807,81.89543152,77.92786407,62.96100616,68.54668427
Q13112,102.3269043,99.59515381,100.2850494,117.0410919,127.138855,120.8459167,120.2903976,130.8901062,141.8814087,131.6249237,92.49588013,114.7258453,141.7328796,125.6644135,94.13863373,98.90260315,132.8774719,136.6187439,168.4721985,124.9158478
Q13123,223.0205383,255.2945404,236.3905487,226.9492645,243.3021393,250.1334686,246.3457336,275.5527344,282.2034302,262.3967285,192.5924683,192.6808472,219.8837738,212.0909882,234.4965057,223.1560211,224.9067688,223.0197906,265.3463135,219.0500793
Q13126,224.4593811,216.1296082,214.7532349,206.4575348,205.580307,186.9177704,214.7598419,234.3457947,252.1252289,266.1747742,211.8011932,198.4281464,212.4563293,211.574234,202.8070068,209.2353516,262.5508118,235.0774078,262.4416199,252.5741119
Q13131,72.33408356,92.54165649,78.37484741,82.84015656,85.26850891,79.77452087,87.68075562,91.0801239,103.0336456,134.4723663,56.40708542,69.67701721,96.33958435,66.0480423,108.0378571,79.63398743,71.51018524,92.60263824,116.0376434,73.83315277
Q13136,36.99790192,36.06946945,33.3663559,37.16347504,40.56544495,31.34508896,38.54370117,25.8473587,67.70428467,64.41764069,32.43074417,35.90699005,32.57131195,31.29615974,31.13350487,33.52787018,38.92168045,45.38755035,55.40228653,44.56593323
Q13137,17.39761925,Filtered,Filtered,Filtered,12.67486,22.76665306,14.6786375,Filtered,15.74554634,21.65381813,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,14.78639507,Filtered
Q13144,121.6466446,123.1112213,128.9678802,132.9933472,141.4378052,132.7486267,109.6042023,134.0176849,139.7832336,164.2722168,116.5998459,117.2574005,126.0505371,126.3886108,133.4629974,147.2723541,147.9862671,141.8779449,160.6754608,159.6391907
Q13148,232.6136169,230.2626343,234.651947,221.1467285,203.5096893,202.6253052,229.8764648,210.2009583,208.4638367,192.3322754,234.2455139,211.959259,213.905899,214.133728,196.9931641,225.5004272,201.0271912,201.5600891,207.1632538,205.6730804
Q13151,540.1350708,499.124115,457.1678162,449.9447937,448.4263,472.8905029,490.3737183,487.8266296,436.1985474,487.8889465,510.2527771,507.7539978,502.7076416,475.27948,472.8026428,437.436676,426.0140991,452.9593506,508.9634399,482.521759
